#
# Version: 2011-03-12 00:00:00.0
#
# Table label_fr = Codes INS via Code postal
#
# POSTAL_CODE_fr  =  Code postal
# SEQNBR_fr  =  Numéro de séquence
# NIS_CODE_fr  =  Code INS
# EXPIRATION_DATE_fr  =  Date de suppression
# LATEST_TREATMENT_DATE_fr  =  Date du dernier traitement
#
# Table label_nl = NIS-codes via postcode
#
# POSTAL_CODE_nl  =  Postcode
# SEQNBR_nl  =  Sequentienummer
# NIS_CODE_nl  =  NIS-code
# EXPIRATION_DATE_nl  =  Verwijderingsdatum
# LATEST_TREATMENT_DATE_nl  =  Datum laatste verwerking
#
# Table label_de = LAS-Codes über Postleitzahl
#
# POSTAL_CODE_de  =  Postleitzahl
# SEQNBR_de  =  Sequenznummer
# NIS_CODE_de  =  LAS-Code
# EXPIRATION_DATE_de  =  Löschungsdatum
# LATEST_TREATMENT_DATE_de  =  Datum der letzten Verarbeitung
#
POSTAL_CODE;SEQNBR;NIS_CODE;EXPIRATION_DATE;LATEST_TREATMENT_DATE
8210;0;31017;;1990-10-26
8210;1;31036;;1990-10-26
8210;2;31040;;
8211;0;31001;;1990-10-26
8211;1;31040;;
8300;0;31013;;1985-08-01
8300;1;31039;;1985-08-01
8300;2;31043;;
8301;0;31008;;1990-10-26
8301;1;31024;;1990-10-26
8301;2;31043;;1990-10-05
8310;0;31002;;1990-10-26
8310;1;31005;;
8310;2;31029;;1985-03-01
8340;0;31006;;
8340;1;31010;;1990-10-26
8340;2;31015;;1990-10-26
8340;3;31019;;1990-10-26
8340;4;31023;;1990-10-26
8340;5;31026;;
8370;0;31004;;
8370;1;31034;;1985-08-01
8377;0;31011;;1990-10-26
8377;1;31018;;1990-10-26
8377;2;31020;;1990-10-26
8377;3;31042;;
8380;0;31005;;
8380;1;31007;;1985-03-01
8380;2;31016;;1985-03-01
8400;0;35013;;
8400;1;35020;;1984-05-23
8400;2;35026;;1984-05-23
8400;3;35501;;1985-08-01
8420;0;31038;;1990-10-26
8420;1;35007;;
8420;2;35029;;
8421;0;35021;;
8421;1;35029;;
8430;0;35011;;
8431;0;35011;;
8431;1;35024;;
8432;0;35008;;
8432;1;35011;;
8433;0;35010;;1985-08-01
8433;1;35011;;
8433;2;35016;;1985-08-01
8433;3;35017;;1993-04-26
8433;4;35018;;1985-08-01
8433;5;35028;;
8434;0;35009;;1990-10-26
8434;1;35011;;
8434;2;35022;;1990-10-26
8450;0;35002;;
8460;0;35004;;1990-10-26
8460;1;35014;;
8460;2;35015;;1990-10-26
8460;3;35023;;1990-10-26
8470;0;35005;;
8470;1;35012;;1990-10-26
8470;2;35019;;1990-10-26
8470;3;35027;;1990-10-26
8480;0;35001;;1990-10-26
8480;1;35003;;1990-10-26
8480;2;35006;;
8490;0;31012;;
8490;1;31031;;1990-10-26
8490;2;31032;;1990-10-26
8490;3;31035;;1990-10-26
8490;4;31041;;1990-10-26
8500;0;34022;;
8501;0;34007;;1990-10-26
8501;1;34016;;1990-10-26
8501;2;34022;;
8510;0;34005;;1990-10-26
8510;1;34021;;1990-10-26
8510;2;34022;;
8510;3;34026;;
8510;4;34033;;1990-10-26
8511;0;34001;;
8511;1;34022;;
8520;0;34023;;
8530;0;34013;;
8531;0;34004;;1990-10-26
8531;1;34013;;
8531;2;34017;;1990-10-26
8540;0;34009;;
8550;0;34042;;
8551;0;34014;;1990-10-26
8551;1;34042;;
8552;0;34028;;1990-10-26
8552;1;34042;;
8553;0;34030;;1990-10-26
8553;1;34042;;
8554;0;34034;;1990-10-26
8554;1;34042;;
8560;0;34012;;1990-10-26
8560;1;34029;;1990-10-26
8560;2;34041;;
8570;0;34002;;
8570;1;34011;;1985-08-01
8570;2;34018;;1990-10-26
8570;3;34038;;1990-10-26
8570;4;45061;;1991-06-14
8572;0;34002;;
8572;1;34019;;
8573;0;34002;;
8573;1;34037;;
8580;0;34003;;
8581;0;34003;;
8581;1;34020;;1985-01-03
8581;2;34039;;
8582;0;34003;;
8582;1;34031;;
8583;0;34003;;
8583;1;34008;;
8587;0;34015;;1993-04-26
8587;1;34036;;1990-10-26
8587;2;34043;;
8600;0;32001;;1990-10-26
8600;1;32003;;
8600;2;32004;;1990-10-26
8600;3;32007;;1990-10-26
8600;4;32008;;1990-10-26
8600;5;32012;;1990-10-26
8600;6;32013;;1990-10-26
8600;7;32016;;1990-10-26
8600;8;32018;;1990-10-26
8600;9;32019;;1990-10-26
8600;10;32022;;1990-10-26
8600;11;32023;;1990-10-26
8600;12;32024;;1990-10-26
8600;13;32026;;1990-10-26
8600;14;32028;;1990-10-26
8600;15;38019;;1990-10-26
8610;0;32005;;1990-10-26
8610;1;32011;;
8610;2;32025;;1990-10-26
8610;3;32027;;1990-10-26
8610;4;32029;;1990-10-26
8620;0;38016;;
8620;1;38020;;1990-10-26
8620;2;38021;;1990-10-26
8630;0;38003;;1990-10-26
8630;1;38005;;1990-10-26
8630;2;38006;;1990-10-26
8630;3;38007;;1990-10-26
8630;4;38009;;1990-10-26
8630;5;38012;;1990-10-26
8630;6;38024;;1990-10-26
8630;7;38025;;
8630;8;38026;;1990-10-26
8630;9;38028;;1990-10-26
8630;10;38029;;1990-10-26
8630;11;38030;;1990-10-26
8640;0;33018;;1990-10-26
8640;1;33031;;1990-10-26
8640;2;33033;;1990-10-26
8640;3;33041;;
8647;0;32014;;1990-10-26
8647;1;32017;;1990-10-26
8647;2;32020;;1990-10-26
8647;3;32021;;1990-10-26
8647;4;32030;;
8650;0;32006;;
8650;1;32009;;1990-10-26
8650;2;32015;;1990-10-26
8650;3;32026;;1990-10-26
8660;0;38001;;1990-10-26
8660;1;38008;;
8670;0;38014;;
8670;1;38018;;1990-10-26
8670;2;38027;;1990-10-26
8680;0;32002;;1990-10-26
8680;1;32010;;
8680;2;35011;;1991-06-14
8680;3;35025;;1990-10-26
8690;0;38002;;
8690;1;38011;;1990-10-26
8690;2;38017;;1990-10-26
8690;3;38022;;1990-10-26
8691;0;38002;;
8691;1;38004;;1990-10-26
8691;2;38010;;1990-10-26
8691;3;38013;;1990-10-26
8691;4;38015;;1990-10-26
8691;5;38023;;1990-10-26
8700;0;37001;;1990-10-26
8700;1;37004;;1990-10-26
8700;2;37013;;1990-10-26
8700;3;37015;;
8710;0;37009;;1990-10-26
8710;1;37014;;1990-10-26
8710;2;37017;;
8720;0;37002;;
8720;1;37006;;1990-10-26
8720;2;37008;;1990-10-26
8720;3;37016;;1990-10-26
8730;0;31003;;
8730;1;31021;;1990-10-26
8730;2;31028;;1990-10-26
8740;0;37003;;1990-10-26
8740;1;37011;;
8750;0;37018;;
8750;1;37019;;1990-10-26
8755;0;37012;;
8760;0;37007;;
8770;0;36007;;
8780;0;37010;;
8790;0;34040;;
8791;0;34006;;1990-10-26
8791;1;34040;;
8792;0;34010;;1990-10-26
8792;1;34040;;
8793;0;34035;;1990-10-26
8793;1;34040;;
8800;0;36002;;1985-08-01
8800;1;36013;;1990-10-26
8800;2;36015;;
8800;3;36017;;1990-10-26
8810;0;36011;;
8820;0;31001;;1990-10-26
8820;1;31033;;
8830;0;36005;;1990-10-26
8830;1;36006;;
8840;0;36014;;1990-10-26
8840;1;36019;;
8840;2;36020;;1990-10-26
8850;0;36001;;
8850;1;37020;;
8851;0;37005;;
8851;1;37020;;
8860;0;34025;;
8870;0;36004;;1990-10-26
8870;1;36008;;
8870;2;36009;;1990-10-26
8880;0;36010;;
8880;1;36016;;1990-10-26
8880;2;36018;;1990-10-26
8890;0;36003;;1990-10-26
8890;1;36012;;
8900;0;33004;;1987-06-22
8900;1;33005;;1990-10-26
8900;2;33011;;
8900;3;33025;;1985-08-01
8902;0;33010;;1985-08-01
8902;1;33011;;
8902;2;33027;;1985-08-01
8902;3;33036;;
8904;0;33003;;1990-10-26
8904;1;33011;;
8904;2;33038;;1990-10-26
8906;0;33007;;1990-10-26
8906;1;33011;;
8908;0;33011;;
8908;1;33026;;1990-10-26
8920;0;33002;;1985-08-01
8920;1;33014;;1990-10-26
8920;2;33020;;1990-10-26
8920;3;33040;;
8930;0;34024;;1990-10-26
8930;1;34027;;
8930;2;34032;;1990-10-26
8940;0;33009;;1990-10-26
8940;1;33029;;
8950;0;33017;;
8950;1;33039;;
8951;0;33006;;
8951;1;33039;;
8952;0;33034;;
8952;1;33039;;
8953;0;33032;;1990-10-26
8953;1;33039;;
8954;0;33030;;1990-10-26
8954;1;33039;;
8956;0;33012;;1990-10-26
8956;1;33039;;
8957;0;33016;;
8958;0;33015;;1990-10-26
8958;1;33039;;
8970;0;33021;;
8970;1;33023;;1990-10-26
8972;0;33013;;1990-10-26
8972;1;33021;;
8972;2;33022;;1990-10-26
8972;3;33024;;1990-10-26
8978;0;33021;;
8978;1;33028;;
8980;0;33001;;1990-10-26
8980;1;33008;;1990-10-26
8980;2;33019;;1990-10-26
8980;3;33035;;1990-10-26
8980;4;33037;;
9000;0;44021;;
9030;0;44021;;
9030;1;44038;;1990-10-26
9031;0;44017;;1990-10-26
9031;1;44021;;
9032;0;44021;;
9032;1;44074;;1990-10-26
9040;0;44021;;
9040;1;44061;;1990-10-26
9041;0;44021;;
9041;1;44051;;1990-10-26
9042;0;44014;;1990-10-26
9042;1;44021;;
9042;2;44042;;1990-10-26
9042;3;44063;;1990-10-26
9050;0;44021;;
9050;1;44022;;1990-10-26
9050;2;44032;;1990-10-26
9051;0;44002;;1990-10-26
9051;1;44021;;
9051;2;44062;;1990-10-26
9052;0;44021;;
9052;1;44082;;1990-10-26
9060;0;43018;;
9070;0;44013;;
9070;1;44028;;1990-10-26
9080;0;44008;;1990-10-26
9080;1;44034;;
9080;2;44076;;1990-10-26
9080;3;44077;;1990-10-26
9090;0;44024;;1990-10-26
9090;1;44040;;
9100;0;46017;;1990-10-26
9100;1;46021;;
9102;0;44034;;1984-05-23
9111;0;46002;;1990-10-26
9111;1;46021;;
9112;0;46019;;1990-10-26
9112;1;46021;;
9120;0;11056;;1991-06-14
9120;1;46003;;
9120;2;46009;;1990-10-26
9120;3;46010;;1990-10-26
9120;4;46016;;1990-10-26
9120;5;46028;;1990-10-26
9130;0;46003;;
9130;1;46006;;1990-10-26
9130;2;46010;;1990-10-26
9130;3;46012;;1990-10-26
9130;4;46027;;1990-10-26
9140;0;46008;;1990-10-26
9140;1;46023;;1990-10-26
9140;2;46025;;
9140;3;46026;;1990-10-26
9150;0;46001;;1990-10-26
9150;1;46013;;
9150;2;46018;;1990-10-26
9160;0;46004;;1990-10-26
9160;1;46007;;1990-10-26
9160;2;46014;;
9170;0;46005;;1990-10-26
9170;1;46015;;1990-10-26
9170;2;46020;;
9170;3;46022;;1990-10-26
9180;0;44045;;
9185;0;44042;;1990-10-26
9185;1;44073;;
9190;0;46011;;1990-10-26
9190;1;46024;;
9200;0;42001;;1990-10-26
9200;1;42002;;1990-10-26
9200;2;42006;;
9200;3;42007;;1990-10-26
9200;4;42013;;1990-10-26
9200;5;42016;;1990-10-26
9200;6;42019;;1990-10-26
9200;7;42021;;1990-10-26
9220;0;42008;;
9220;1;42014;;1990-10-26
9230;0;42012;;1990-10-26
9230;1;42024;;1990-10-26
9230;2;42025;;
9240;0;42028;;
9250;0;42023;;
9255;0;42004;;
9255;1;42015;;1990-10-26
9260;0;42018;;1990-10-26
9260;1;42020;;1990-10-26
9260;2;42026;;
9270;0;42009;;1990-10-26
9270;1;42010;;
9280;0;42005;;1990-10-26
9280;1;42011;;
9280;2;42027;;1990-10-26
9290;0;42003;;
9290;1;42017;;1990-10-26
9290;2;42022;;1990-10-26
9300;0;41002;;
9308;0;41002;;
9308;1;41019;;1985-01-03
9308;2;41029;;
9310;0;41002;;
9310;1;41005;;1990-10-26
9310;2;41026;;1990-10-26
9310;3;41039;;1990-10-26
9310;4;41042;;1990-10-26
9320;0;41002;;
9320;1;41014;;1990-10-26
9320;2;41047;;1990-10-26
9340;0;41032;;1990-10-26
9340;1;41034;;
9340;2;41052;;1990-10-26
9340;3;41066;;1990-10-26
9340;4;41075;;1990-10-26
9400;0;41003;;1990-10-26
9400;1;41012;;1990-10-26
9400;2;41037;;1990-10-26
9400;3;41044;;1990-10-26
9400;4;41048;;
9400;5;41049;;1985-01-03
9400;6;41073;;1990-10-26
9401;0;41048;;
9401;1;41057;;
9402;0;41038;;
9402;1;41048;;
9403;0;41045;;
9403;1;41048;;
9404;0;41004;;
9404;1;41048;;
9406;0;41048;;
9406;1;41055;;
9420;0;41001;;1990-10-26
9420;1;41006;;1990-10-26
9420;2;41009;;1990-10-26
9420;3;41015;;1990-10-26
9420;4;41016;;1990-10-26
9420;5;41040;;
9420;6;41054;;1990-10-26
9420;7;41071;;1990-10-26
9420;8;41082;;
9450;0;41010;;1990-10-26
9450;1;41014;;1985-01-18
9450;2;41024;;
9450;3;41025;;1985-01-03
9451;0;41024;;
9451;1;41033;;
9470;0;41011;;
9472;0;41011;;
9472;1;41030;;
9473;0;41011;;
9473;1;41076;;
9500;0;41018;;
9500;1;41021;;1985-08-01
9500;2;41041;;1985-01-03
9500;3;41043;;1985-08-01
9500;4;41050;;1985-08-01
9500;5;41053;;1990-10-26
9500;6;41056;;1985-08-01
9500;7;41070;;1985-01-03
9500;8;41079;;1990-10-26
9506;0;41018;;
9506;1;41022;;1990-10-26
9506;2;41031;;1990-10-26
9506;3;41046;;1990-10-26
9506;4;41059;;1990-10-26
9506;5;41065;;1990-10-26
9506;6;41074;;1990-10-26
9506;7;41078;;1990-10-26
9520;0;41007;;1990-10-26
9520;1;41051;;1985-01-18
9520;2;41063;;
9520;3;41072;;1990-10-26
9520;4;41080;;1990-10-26
9521;0;41036;;
9521;1;41063;;
9550;0;41027;;
9550;1;41028;;1984-07-10
9550;2;41060;;1990-10-26
9550;3;41062;;1990-10-26
9550;4;41067;;1990-10-26
9550;5;41077;;1990-10-26
9551;0;41027;;
9551;1;41058;;
9552;0;41008;;
9552;1;41027;;
9570;0;45004;;1990-10-26
9570;1;45050;;
9570;2;45063;;
9571;0;45013;;
9571;1;45063;;
9572;0;45051;;
9572;1;45063;;
9600;0;45041;;
9620;0;41013;;1985-08-01
9620;1;41017;;1985-08-01
9620;2;41020;;1985-08-01
9620;3;41023;;1985-08-01
9620;4;41035;;1985-08-01
9620;5;41051;;1985-01-18
9620;6;41061;;1985-08-01
9620;7;41064;;1984-05-23
9620;8;41068;;1985-08-01
9620;9;41069;;1985-08-01
9620;10;41081;;1990-10-08
9630;0;45001;;1984-05-23
9630;1;45005;;1984-07-10
9630;2;45016;;1984-07-10
9630;3;45022;;1984-07-10
9630;4;45027;;
9630;5;45038;;1984-07-10
9630;6;45040;;1984-07-10
9630;7;45042;;1984-07-10
9630;8;45045;;1984-07-10
9630;9;45046;;1984-07-10
9630;10;45049;;1984-07-10
9630;11;45065;;
9636;0;45030;;
9636;1;45065;;
9636;2;45501;;1985-03-01
9636;3;45502;;1985-03-01
9660;0;41064;;1984-06-13
9660;1;45009;;1984-06-13
9660;2;45012;;1984-06-13
9660;3;45024;;1984-06-13
9660;4;45028;;1984-07-10
9660;5;45034;;1984-06-13
9660;6;45056;;1984-06-13
9660;7;45059;;
9661;0;45037;;1985-06-20
9661;1;45059;;
9667;0;45047;;1990-10-26
9667;1;45048;;1990-10-26
9667;2;45062;;
9680;0;45011;;
9680;1;45020;;1990-10-26
9680;2;45064;;
9681;0;45032;;
9681;1;45064;;
9688;0;45044;;
9688;1;45064;;
9690;0;45002;;1984-05-23
9690;1;45018;;1984-05-23
9690;2;45043;;1984-05-23
9690;3;45058;;1984-05-23
9690;4;45060;;
9700;0;45003;;1985-08-01
9700;1;45006;;1985-08-01
9700;2;45007;;1985-08-01
9700;3;45010;;1985-08-01
9700;4;45014;;1985-08-01
9700;5;45019;;1985-08-01
9700;6;45021;;1985-08-01
9700;7;45023;;1985-08-01
9700;8;45026;;1985-01-18
9700;9;45029;;1985-08-01
9700;10;45033;;1987-02-04
9700;11;45035;;
9700;12;45052;;1985-08-01
9700;13;45054;;1985-08-01
9750;0;45015;;1984-11-12
9750;1;45036;;1984-11-12
9750;2;45057;;
9770;0;45015;;1985-01-18
9770;1;45017;;
9771;0;45017;;
9771;1;45031;;
9772;0;45017;;
9772;1;45053;;
9790;0;45008;;1984-07-10
9790;1;45025;;1984-07-10
9790;2;45033;;1984-07-10
9790;3;45039;;1984-07-10
9790;4;45055;;1984-07-10
9790;5;45061;;1990-10-08
9800;0;44004;;1985-08-01
9800;1;44006;;1985-01-03
9800;2;44011;;
9800;3;44025;;1990-10-26
9800;4;44026;;1990-10-26
9800;5;44039;;1985-01-03
9800;6;44054;;1985-08-01
9800;7;44065;;1985-01-03
9800;8;44069;;1990-10-26
9800;9;44075;;1990-10-26
9800;10;44078;;1985-08-01
9810;0;44018;;1990-10-26
9810;1;44048;;
9810;2;44060;;1990-10-26
9820;0;44010;;1990-10-26
9820;1;44033;;1990-10-26
9820;2;44041;;1990-10-26
9820;3;44043;;
9820;4;44047;;1990-10-26
9820;5;44058;;1990-10-26
9830;0;44064;;
9831;0;44015;;
9831;1;44064;;
9840;0;44012;;
9840;1;44071;;1990-10-26
9840;2;44079;;1990-10-26
9850;0;44027;;1990-10-26
9850;1;44030;;1990-10-26
9850;2;44044;;1990-10-26
9850;3;44049;;
9850;4;44056;;1985-01-03
9850;5;44070;;1990-10-26
9860;0;44007;;1990-10-26
9860;1;44023;;1990-10-26
9860;2;44031;;1990-10-26
9860;3;44046;;1990-10-26
9860;4;44052;;
9860;5;44059;;1990-10-26
9870;0;44037;;1990-10-26
9870;1;44050;;
9870;2;44081;;
9880;0;44001;;
9880;1;44035;;1985-01-03
9880;2;44055;;1985-01-03
9881;0;44001;;
9881;1;44009;;
9890;0;44003;;1990-10-26
9890;1;44005;;1990-10-26
9890;2;44016;;1990-10-26
9890;3;44020;;
9890;4;44060;;1990-10-26
9890;5;44071;;1990-10-26
9900;0;43001;;1997-06-05
9900;1;43005;;
9900;2;43010;;1997-06-17
9910;0;44029;;
9910;1;44067;;1990-10-26
9920;0;44036;;
9921;0;44036;;
9921;1;44068;;
9930;0;44080;;
9931;0;44053;;
9931;1;44080;;
9932;0;44057;;
9932;1;44080;;
9933;0;44029;;
9940;0;43006;;1990-10-26
9940;1;43008;;1990-10-26
9940;2;44019;;
9940;3;44066;;
9950;0;44072;;
9960;0;43002;;
9961;0;43002;;
9961;1;43004;;
9968;0;43002;;
9968;1;43003;;
9968;2;43012;;1990-10-26
9970;0;43007;;
9971;0;43007;;
9971;1;43009;;
9980;0;43014;;
9981;0;43014;;
9981;1;43015;;
9982;0;43013;;
9982;1;43014;;
9988;0;43014;;
9988;1;43016;;1990-10-26
9988;2;43017;;
9990;0;43010;;
9991;0;43001;;
9991;1;43010;;
9992;0;43010;;
9992;1;43011;;
