#
# Version: 2022-02-10 17:06:11.0
#
# Table label_fr = Codes INS via la commune
#
# NIS_CODE_fr  =  Code INS
# LINGUISTIC_REGIME_fr  =  Régime linguistique
# DESC_FR_fr  =  Nom de commune en Français
# DESC_NL_fr  =  Nom de commune en Néerlandais
# DESC_DE_fr  =  Nom de la commune en Allemand
# POSTAL_CODE_fr  =  Code postal
#
# Table label_nl = NIS-codes via gemeente
#
# NIS_CODE_nl  =  NIS-code
# LINGUISTIC_REGIME_nl  =  Taalrol
# DESC_FR_nl  =  Gemeentenaam in het Frans
# DESC_NL_nl  =  Gemeentenaam in het Nederlands
# DESC_DE_nl  =  Gemeentenaam in het Duits
# POSTAL_CODE_nl  =  Postcode
#
# Table label_de = LAS-Codes über Gemeinde
#
# NIS_CODE_de  =  LAS-Code
# LINGUISTIC_REGIME_de  =  Sprachenregelung
# DESC_FR_de  =  Name der Gemeinde auf Französisch
# DESC_NL_de  =  Name der Gemeinde auf Niederländisch
# DESC_DE_de  =  Name der Gemeinde auf Deutsch
# POSTAL_CODE_de  =  Postleitzahl
#
NIS_CODE;LINGUISTIC_REGIME;DESC_FR;DESC_NL;DESC_DE;POSTAL_CODE
53053;F0;Mons;Bergen;;7033
53053;F0;Mons;Bergen;;7034
53065;F0;Quaregnon;;;7390
53068;F0;Quiévrain;;;7380
53068;F0;Quiévrain;;;7382
53070;F0;Saint-Ghislain;;;7330
53070;F0;Saint-Ghislain;;;7331
53070;F0;Saint-Ghislain;;;7332
53070;F0;Saint-Ghislain;;;7333
53070;F0;Saint-Ghislain;;;7334
53082;F0;Colfontaine;;;7340
53083;F0;Honnelles;;;7387
53084;F0;Quévy;;;7040
53084;F0;Quévy;;;7041
55004;F0;Braine-le-Comte;'s Gravenbrakel;;7090
55035;F0;Le Roeulx;;;7070
55040;F0;Soignies;Zinnik;;7060
55040;F0;Soignies;Zinnik;;7061
55040;F0;Soignies;Zinnik;;7062
55040;F0;Soignies;Zinnik;;7063
55050;F0;Ecaussinnes;;;7190
55050;F0;Ecaussinnes;;;7191
55085;F0;Seneffe;;;7180
55085;F0;Seneffe;;;7181
55086;F0;Manage;;;7170
56001;F0;Anderlues;;;6150
56005;F0;Beaumont;;;6500
56005;F0;Beaumont;;;6511
56016;F0;Chimay;;;6460
56016;F0;Chimay;;;6461
56016;F0;Chimay;;;6462
56016;F0;Chimay;;;6463
56016;F0;Chimay;;;6464
56022;F0;Erquelinnes;;;6560
56029;F0;Froidchapelle;;;6440
56029;F0;Froidchapelle;;;6441
56044;F0;Lobbes;;;6540
56044;F0;Lobbes;;;6542
56044;F0;Lobbes;;;6543
56049;F0;Merbes-le-Château;;;6567
56051;F0;Momignies;;;6590
56051;F0;Momignies;;;6591
56051;F0;Momignies;;;6592
56051;F0;Momignies;;;6593
56051;F0;Momignies;;;6594
56051;F0;Momignies;;;6596
56078;F0;Thuin;;;6530
56078;F0;Thuin;;;6531
56078;F0;Thuin;;;6532
56078;F0;Thuin;;;6533
56078;F0;Thuin;;;6534
56078;F0;Thuin;;;6536
56086;F0;Ham-sur-Heure-Nalinnes;;;6120
56088;F0;Sivry-Rance;;;6470
57003;F0;Antoing;;;7640
57003;F0;Antoing;;;7641
57003;F0;Antoing;;;7642
57003;F0;Antoing;;;7643
57018;F0;Celles (lez-Tournai);;;7760
57027;F0;Estaimpuis;;;7730
57062;F0;Pecq;;;7740
57062;F0;Pecq;;;7742
57062;F0;Pecq;;;7743
57064;F0;Péruwelz;;;7600
57064;F0;Péruwelz;;;7601
57064;F0;Péruwelz;;;7602
57064;F0;Péruwelz;;;7603
57064;F0;Péruwelz;;;7604
57064;F0;Péruwelz;;;7608
57072;F0;Rumes;;;7610
57072;F0;Rumes;;;7611
57072;F0;Rumes;;;7618
57081;F0;Tournai;Doornik;;7500
57081;F0;Tournai;Doornik;;7501
57081;F0;Tournai;Doornik;;7502
57081;F0;Tournai;Doornik;;7503
57081;F0;Tournai;Doornik;;7504
57081;F0;Tournai;Doornik;;7506
57081;F0;Tournai;Doornik;;7520
57081;F0;Tournai;Doornik;;7521
57081;F0;Tournai;Doornik;;7522
57081;F0;Tournai;Doornik;;7530
57081;F0;Tournai;Doornik;;7531
57081;F0;Tournai;Doornik;;7532
57081;F0;Tournai;Doornik;;7533
57081;F0;Tournai;Doornik;;7534
57081;F0;Tournai;Doornik;;7536
57081;F0;Tournai;Doornik;;7538
57081;F0;Tournai;Doornik;;7540
57081;F0;Tournai;Doornik;;7542
57081;F0;Tournai;Doornik;;7543
57081;F0;Tournai;Doornik;;7548
57093;F0;Brunehaut;;;7620
57093;F0;Brunehaut;;;7621
57093;F0;Brunehaut;;;7622
57093;F0;Brunehaut;;;7623
57093;F0;Brunehaut;;;7624
57094;F0;Leuze-en-Hainaut;;;7900
57094;F0;Leuze-en-Hainaut;;;7901
57094;F0;Leuze-en-Hainaut;;;7903
57094;F0;Leuze-en-Hainaut;;;7904
57094;F0;Leuze-en-Hainaut;;;7906
57095;F0;Mont-de-l'Enclus;;;7750
57096;F1;Mouscron;Moeskroen;;7700
57096;F1;Mouscron;Moeskroen;;7711
57096;F1;Mouscron;Moeskroen;;7712
57097;F1;Comines-Warneton;Komen-Waasten;;7780
57097;F1;Comines-Warneton;Komen-Waasten;;7781
57097;F1;Comines-Warneton;Komen-Waasten;;7782
57097;F1;Comines-Warneton;Komen-Waasten;;7783
57097;F1;Comines-Warneton;Komen-Waasten;;7784
58001;F0;La Louvière;;;7100
58001;F0;La Louvière;;;7110
58002;F0;Binche;;;7130
58002;F0;Binche;;;7131
58002;F0;Binche;;;7133
58002;F0;Binche;;;7134
58003;F0;Estinnes;;;7120
58004;F0;Morlanwelz;;;7140
58004;F0;Morlanwelz;;;7141
61003;F0;Amay;;;4540
61010;F0;Burdinne;;;4210
61012;F0;Clavier;;;4560
61019;F0;Ferrières;;;4190
61024;F0;Hamoir;;;4180
61024;F0;Hamoir;;;4181
61028;F0;Héron;;;4217
61028;F0;Héron;;;4218
61031;F0;Huy;Hoei;;4500
61039;F0;Marchin;;;4570
61041;F0;Modave;;;4577
61043;F0;Nandrin;;;4550
61048;F0;Ouffet;;;4590
61063;F0;Verlaine;;;4537
61068;F0;Villers-le-Bouillet;;;4530
61072;F0;Wanze;;;4520
61079;F0;Anthisnes;;;4160
61079;F0;Anthisnes;;;4161
61079;F0;Anthisnes;;;4162
61079;F0;Anthisnes;;;4163
61080;F0;Engis;;;4480
61081;F0;Tinlot;;;4557
62003;F0;Ans;;;4430
62003;F0;Ans;;;4431
62003;F0;Ans;;;4432
62006;F0;Awans;;;4340
62006;F0;Awans;;;4342
62009;F0;Aywaille;;;4920
62011;F0;Bassenge;Bitsingen;;4690
62015;F0;Beyne-Heusay;;;4610
62022;F0;Chaudfontaine;;;4050
62022;F0;Chaudfontaine;;;4051
62022;F0;Chaudfontaine;;;4052
62022;F0;Chaudfontaine;;;4053
62026;F0;Comblain-au-Pont;;;4170
62026;F0;Comblain-au-Pont;;;4171
62027;F0;Dalhem;;;4606
62027;F0;Dalhem;;;4607
62027;F0;Dalhem;;;4608
62032;F0;Esneux;;;4130
62038;F0;Fléron;;;4620
62038;F0;Fléron;;;4621
62038;F0;Fléron;;;4623
62038;F0;Fléron;;;4624
62051;F0;Herstal;;;4040
62051;F0;Herstal;;;4041
62051;F0;Herstal;;;4042
62060;F0;Juprelle;;;4450
62060;F0;Juprelle;;;4451
62060;F0;Juprelle;;;4452
62060;F0;Juprelle;;;4453
62060;F0;Juprelle;;;4458
62063;F0;Liège;Luik;Lüttich;4000
62063;F0;Liège;Luik;Lüttich;4020
62063;F0;Liège;Luik;Lüttich;4030
62063;F0;Liège;Luik;Lüttich;4031
62063;F0;Liège;Luik;Lüttich;4032
62079;F0;Oupeye;;;4680
62079;F0;Oupeye;;;4681
62079;F0;Oupeye;;;4682
62079;F0;Oupeye;;;4683
62079;F0;Oupeye;;;4684
62093;F0;Saint-Nicolas;;;4420
62096;F0;Seraing;;;4100
62096;F0;Seraing;;;4101
62096;F0;Seraing;;;4102
62099;F0;Soumagne;;;4630
62099;F0;Soumagne;;;4631
62099;F0;Soumagne;;;4632
62099;F0;Soumagne;;;4633
62100;F0;Sprimont;;;4140
62100;F0;Sprimont;;;4141
62108;F0;Visé;Wezet;;4600
62108;F0;Visé;Wezet;;4601
62108;F0;Visé;Wezet;;4602
62118;F0;Grâce-Hollogne;;;4460
62119;F0;Blegny;;;4670
62119;F0;Blegny;;;4671
62119;F0;Blegny;;;4672
62120;F0;Flémalle;;;4400
62121;F0;Neupré;;;4120
62121;F0;Neupré;;;4121
62121;F0;Neupré;;;4122
62122;F0;Trooz;;;4870
63001;D2;Amblève;Amel;Amel;4770
63001;D2;Amblève;Amel;Amel;4771
63003;F0;Aubel;;;4880
63004;F4;Baelen;Baelen;Baelen;4837
63012;D2;Bullange;Büllingen;Büllingen;4760
63012;D2;Bullange;Büllingen;Büllingen;4761
63013;D2;Butgenbach;Bütgenbach;Bütgenbach;4750
63020;F0;Dison;;;4820
63020;F0;Dison;;;4821
63023;D2;Eupen;;Eupen;4700
63023;D2;Eupen;;Eupen;4701
63035;F0;Herve;;;4650
63035;F0;Herve;;;4651
63035;F0;Herve;;;4652
63035;F0;Herve;;;4653
63035;F0;Herve;;;4654
63038;F0;Jalhay;;;4845
63040;D2;La Calamine;Kelmis;Kelmis;4720
63040;D2;La Calamine;Kelmis;Kelmis;4721
63040;D2;La Calamine;Kelmis;Kelmis;4728
63045;F0;Lierneux;;;4990
63046;F0;Limbourg;Limburg;;4830
63046;F0;Limbourg;Limburg;;4831
63046;F0;Limbourg;Limburg;;4834
63048;D2;Lontzen;;Lontzen;4710
63048;D2;Lontzen;;Lontzen;4711
63049;F3;Malmedy;Malmedy;Malmedy;4960
63057;F0;Olne;;;4877
63058;F0;Pepinster;;;4860
63058;F0;Pepinster;;;4861
63061;D2;Raeren;;Raeren;4730
63061;D2;Raeren;;Raeren;4731
63067;D2;Saint-Vith;Sankt Vith;Sankt Vith;4780
63067;D2;Saint-Vith;Sankt Vith;Sankt Vith;4782
63067;D2;Saint-Vith;Sankt Vith;Sankt Vith;4783
63067;D2;Saint-Vith;Sankt Vith;Sankt Vith;4784
63072;F0;Spa;;;4900
63073;F0;Stavelot;;;4970
63075;F0;Stoumont;;;4987
63076;F0;Theux;;;4910
63079;F0;Verviers;;;4800
63079;F0;Verviers;;;4801
63079;F0;Verviers;;;4802
63080;F3;Waimes;Weismes;Weismes;4950
63084;F4;Welkenraedt;Welkenraedt;Welkenraedt;4840
63084;F4;Welkenraedt;Welkenraedt;Welkenraedt;4841
63086;F0;Trois-Ponts;;;4980
63086;F0;Trois-Ponts;;;4983
63087;D2;Burg-Reuland;;Burg-Reuland;4790
63087;D2;Burg-Reuland;;Burg-Reuland;4791
63088;F4;Plombières;Plombières;Plombières;4850
63088;F4;Plombières;Plombières;Plombières;4851
63088;F4;Plombières;Plombières;Plombières;4852
63089;F0;Thimister-Clermont;;;4890
64008;F0;Berloz;;;4257
64015;F0;Braives;;;4260
64015;F0;Braives;;;4261
64015;F0;Braives;;;4263
64021;F0;Crisnée;;;4367
64023;F0;Donceel;;;4357
64025;F0;Fexhe-le-Haut-Clocher;;;4347
64029;F0;Geer;;;4250
64029;F0;Geer;;;4252
64029;F0;Geer;;;4253
64029;F0;Geer;;;4254
64034;F0;Hannut;Hannuit;;4280
64047;F0;Lincent;Lijsem;;4287
64056;F0;Oreye;Oerle;;4360
64063;F0;Remicourt;;;4350
64063;F0;Remicourt;;;4351
64065;F0;Saint-Georges-sur-Meuse;;;4470
64074;F0;Waremme;Borgworm;;4300
64075;F0;Wasseiges;;;4219
64076;F0;Faimes;;;4317
71002;N0;;As;;3665
71002;N0;;As;;3668
71004;N0;;Beringen;;3580
71004;N0;;Beringen;;3581
71004;N0;;Beringen;;3582
71004;N0;;Beringen;;3583
71011;N0;;Diepenbeek;;3590
71016;N0;;Genk;;3600
71017;N0;;Gingelom;;3890
71017;N0;;Gingelom;;3891
71020;N0;;Halen;;3545
71022;N0;;Hasselt;;3500
71022;N0;;Hasselt;;3501
71022;N0;;Hasselt;;3510
71022;N0;;Hasselt;;3511
71022;N0;;Hasselt;;3512
71024;N0;Herck-la-Ville;Herk-de-Stad;Herk-de-Stad;3540
71034;N0;Bourg-Léopold;Leopoldsburg;Leopoldsburg;3970
71034;N0;Bourg-Léopold;Leopoldsburg;Leopoldsburg;3971
71037;N0;;Lummen;;3560
71045;N0;;Nieuwerkerken (Limb.);;3850
71053;N0;Saint-Trond;Sint-Truiden;Sint-Truiden;3800
71053;N0;Saint-Trond;Sint-Truiden;Sint-Truiden;3803
71053;N0;Saint-Trond;Sint-Truiden;Sint-Truiden;3806
71057;N0;;Tessenderlo;;3980
71066;N0;;Zonhoven;;3520
71067;N0;;Zutendaal;;3690
71069;N0;;Ham;;3945
71070;N0;;Heusden-Zolder;;3550
72003;N0;;Bocholt;;3950
72004;N0;;Bree;;3960
72018;N0;;Kinrooi;;3640
72020;N0;;Lommel;;3920
72021;N0;;Maaseik;;3680
72030;N0;;Peer;;3990
72037;N0;;Hamont-Achel;;3930
72038;N0;;Hechtel-Eksel;;3940
72038;N0;;Hechtel-Eksel;;3941
72039;N0;;Houthalen-Helchteren;;3530
72041;N0;;Dilsen-Stokkem;;3650
72042;N0;;Oudsbergen;;3660
72042;N0;;Oudsbergen;;3670
72043;N0;;Pelt;;3900
72043;N0;;Pelt;;3910
73001;N0;;Alken;;3570
73006;N0;;Bilzen;;3740
73006;N0;;Bilzen;;3742
73006;N0;;Bilzen;;3746
73009;N0;Looz;Borgloon;Borgloon;3840
73022;N0;;Heers;;3870
73028;N1;Herstappe;Herstappe;;3717
73032;N0;;Hoeselt;;3730
73032;N0;;Hoeselt;;3732
73040;N0;;Kortessem;;3720
73040;N0;;Kortessem;;3721
73040;N0;;Kortessem;;3722
73040;N0;;Kortessem;;3723
73040;N0;;Kortessem;;3724
73042;N0;;Lanaken;;3620
73042;N0;;Lanaken;;3621
73066;N0;;Riemst;;3770
73083;N0;Tongres;Tongeren;Tongeren;3700
73098;N0;;Wellen;;3830
73098;N0;;Wellen;;3831
73098;N0;;Wellen;;3832
73107;N0;;Maasmechelen;;3630
73107;N0;;Maasmechelen;;3631
73109;N1;Fourons;Voeren;;3790
73109;N1;Fourons;Voeren;;3791
73109;N1;Fourons;Voeren;;3792
73109;N1;Fourons;Voeren;;3793
73109;N1;Fourons;Voeren;;3798
81001;F0;Arlon;Aarlen;;6700
81001;F0;Arlon;Aarlen;;6704
81001;F0;Arlon;Aarlen;;6706
81003;F0;Attert;;;6717
81004;F0;Aubange;;;6790
81004;F0;Aubange;;;6791
81004;F0;Aubange;;;6792
81013;F0;Martelange;;;6630
81015;F0;Messancy;;;6780
81015;F0;Messancy;;;6781
81015;F0;Messancy;;;6782
82003;F0;Bastogne;Bastenaken;;6600
82005;F0;Bertogne;;;6686
82005;F0;Bertogne;;;6687
82005;F0;Bertogne;;;6688
82009;F0;Fauvillers;;;6637
82014;F0;Houffalize;;;6660
82014;F0;Houffalize;;;6661
82014;F0;Houffalize;;;6662
82014;F0;Houffalize;;;6663
82014;F0;Houffalize;;;6666
82032;F0;Vielsalm;;;6690
82032;F0;Vielsalm;;;6692
82032;F0;Vielsalm;;;6698
82036;F0;Vaux-sur-Sûre;;;6640
82036;F0;Vaux-sur-Sûre;;;6642
82037;F0;Gouvy;;;6670
82037;F0;Gouvy;;;6671
82037;F0;Gouvy;;;6672
82037;F0;Gouvy;;;6673
82037;F0;Gouvy;;;6674
82038;F0;Sainte-Ode;;;6680
82038;F0;Sainte-Ode;;;6681
83012;F0;Durbuy;;;6940
83012;F0;Durbuy;;;6941
83013;F0;Erezée;;;6997
83028;F0;Hotton;;;6990
83031;F0;La Roche-en-Ardenne;;;6980
83031;F0;La Roche-en-Ardenne;;;6982
83031;F0;La Roche-en-Ardenne;;;6983
83031;F0;La Roche-en-Ardenne;;;6984
83031;F0;La Roche-en-Ardenne;;;6986
83034;F0;Marche-en-Famenne;;;6900
83040;F0;Nassogne;;;6950
83040;F0;Nassogne;;;6951
83040;F0;Nassogne;;;6952
83040;F0;Nassogne;;;6953
83044;F0;Rendeux;;;6987
83049;F0;Tenneville;;;6970
83049;F0;Tenneville;;;6971
83049;F0;Tenneville;;;6972
83055;F0;Manhay;;;6960
84009;F0;Bertrix;;;6880
84010;F0;Bouillon;;;6830
84010;F0;Bouillon;;;6831
84010;F0;Bouillon;;;6832
84010;F0;Bouillon;;;6833
84010;F0;Bouillon;;;6834
84010;F0;Bouillon;;;6836
84010;F0;Bouillon;;;6838
84016;F0;Daverdisse;;;6929
84029;F0;Herbeumont;;;6887
84033;F0;Léglise;;;6860
84035;F0;Libin;;;6890
84043;F0;Neufchâteau;;;6840
84050;F0;Paliseul;;;6850
84050;F0;Paliseul;;;6851
84050;F0;Paliseul;;;6852
84050;F0;Paliseul;;;6853
84050;F0;Paliseul;;;6856
84059;F0;Saint-Hubert;;;6870
84068;F0;Tellin;;;6927
84075;F0;Wellin;;;6920
84075;F0;Wellin;;;6921
84075;F0;Wellin;;;6922
84075;F0;Wellin;;;6924
84077;F0;Libramont-Chevigny;;;6800
85007;F0;Chiny;;;6810
85007;F0;Chiny;;;6811
85007;F0;Chiny;;;6812
85007;F0;Chiny;;;6813
85009;F0;Etalle;;;6740
85009;F0;Etalle;;;6741
85009;F0;Etalle;;;6742
85009;F0;Etalle;;;6743
85011;F0;Florenville;;;6820
85011;F0;Florenville;;;6821
85011;F0;Florenville;;;6823
85011;F0;Florenville;;;6824
85024;F0;Meix-devant-Virton;;;6769
85026;F0;Musson;;;6750
85034;F0;Saint-Léger (Lux.);;;6747
85039;F0;Tintigny;;;6730
85045;F0;Virton;;;6760
85045;F0;Virton;;;6761
85045;F0;Virton;;;6762
85046;F0;Habay;;;6720
85046;F0;Habay;;;6721
85046;F0;Habay;;;6723
85046;F0;Habay;;;6724
85047;F0;Rouvroy;;;6767
91005;F0;Anhée;;;5537
91013;F0;Beauraing;;;5570
91013;F0;Beauraing;;;5571
91013;F0;Beauraing;;;5572
91013;F0;Beauraing;;;5573
91013;F0;Beauraing;;;5574
91013;F0;Beauraing;;;5576
91015;F0;Bièvre;;;5555
91030;F0;Ciney;;;5590
91034;F0;Dinant;;;5500
91034;F0;Dinant;;;5501
91034;F0;Dinant;;;5502
91034;F0;Dinant;;;5503
91034;F0;Dinant;;;5504
91054;F0;Gedinne;;;5575
91059;F0;Hamois;;;5360
91059;F0;Hamois;;;5361
91059;F0;Hamois;;;5362
91059;F0;Hamois;;;5363
91059;F0;Hamois;;;5364
91064;F0;Havelange;;;5370
91064;F0;Havelange;;;5372
91064;F0;Havelange;;;5374
91064;F0;Havelange;;;5376
91072;F0;Houyet;;;5560
91072;F0;Houyet;;;5561
91072;F0;Houyet;;;5562
91072;F0;Houyet;;;5563
91072;F0;Houyet;;;5564
91103;F0;Onhaye;;;5520
91103;F0;Onhaye;;;5521
91103;F0;Onhaye;;;5522
91103;F0;Onhaye;;;5523
91103;F0;Onhaye;;;5524
91114;F0;Rochefort;;;5580
91120;F0;Somme-Leuze;;;5377
91141;F0;Yvoir;;;5530
91142;F0;Hastière;;;5540
91142;F0;Hastière;;;5541
91142;F0;Hastière;;;5542
91142;F0;Hastière;;;5543
91142;F0;Hastière;;;5544
91143;F0;Vresse-sur-Semois;;;5550
92003;F0;Andenne;;;5300
92006;F0;Assesse;;;5330
92006;F0;Assesse;;;5332
92006;F0;Assesse;;;5333
92006;F0;Assesse;;;5334
92006;F0;Assesse;;;5336
92035;F0;Eghezée;;;5310
92045;F0;Floreffe;;;5150
92048;F0;Fosses-la-Ville;;;5070
92054;F0;Gesves;;;5340
92087;F0;Mettet;;;5640
92087;F0;Mettet;;;5641
92087;F0;Mettet;;;5644
92087;F0;Mettet;;;5646
92094;F0;Namur;Namen;;5000
92094;F0;Namur;Namen;;5001
92094;F0;Namur;Namen;;5002
92094;F0;Namur;Namen;;5003
92094;F0;Namur;Namen;;5004
92094;F0;Namur;Namen;;5020
92094;F0;Namur;Namen;;5021
92094;F0;Namur;Namen;;5022
92094;F0;Namur;Namen;;5024
92094;F0;Namur;Namen;;5100
92094;F0;Namur;Namen;;5101
92097;F0;Ohey;;;5350
92097;F0;Ohey;;;5351
92097;F0;Ohey;;;5352
92097;F0;Ohey;;;5353
92097;F0;Ohey;;;5354
92101;F0;Profondeville;;;5170
92114;F0;Sombreffe;;;5140
92137;F0;Sambreville;;;5060
92138;F0;Fernelmont;;;5380
92140;F0;Jemeppe-sur-Sambre;;;5190
92141;F0;La Bruyère;;;5080
92141;F0;La Bruyère;;;5081
92142;F0;Gembloux;;;5030
92142;F0;Gembloux;;;5031
92142;F0;Gembloux;;;5032
93010;F0;Cerfontaine;;;5630
93014;F0;Couvin;;;5660
93018;F0;Doische;;;5680
93022;F0;Florennes;;;5620
93022;F0;Florennes;;;5621
93056;F0;Philippeville;;;5600
93088;F0;Walcourt;;;5650
93088;F0;Walcourt;;;5651
93090;F0;Viroinval;;;5670
